�Ͻ�,��ձ��,�������,�ְ����,�ϰ�����(mm),�ִ� ǳ��(m/s),��� ǳ��(m/s),�ּ� ������(%),��� ������(%),��� �������(hPa),��� �ظ���(hPa),�հ� �����ð�(hr),�հ� �ϻ緮(MJ/m2),��� ���(1/10),��� ����µ�,1���� ��� ��ü��,2���� ��� ��ü��,3���� ��� ��ü��,��� ��ü��
2017-09-23,21.8 ,17.6 ,27.3 ,0.0 ,3.7 ,1.6 ,40.0 ,69.8 ,1005.4 ,1015.3 ,7.3 ,13.3 ,6.6 ,23.3 ,3379 ,3217 ,3330 ,3556 
2017-09-24,22.4 ,18.8 ,27.9 ,0.0 ,4.6 ,2.0 ,53.0 ,71.5 ,1005.1 ,1015.0 ,5.4 ,11.8 ,6.9 ,24.3 ,3556 ,3379 ,3217 ,3899 
2017-09-25,23.4 ,17.4 ,30.1 ,0.0 ,3.0 ,1.4 ,35.0 ,58.0 ,1004.8 ,1014.7 ,10.4 ,16.6 ,2.5 ,25.2 ,3899 ,3556 ,3379 ,4201 
2017-09-26,25.1 ,19.4 ,31.4 ,0.0 ,3.3 ,1.9 ,36.0 ,57.0 ,1002.2 ,1012.0 ,8.7 ,15.7 ,4.9 ,27.0 ,4201 ,3899 ,3556 ,3692 
2017-09-27,22.7 ,19.9 ,27.3 ,0.5 ,4.3 ,1.7 ,53.0 ,66.4 ,997.7 ,1007.5 ,0.0 ,0.0 ,8.8 ,24.0 ,3692 ,4201 ,3899 ,3511 
2017-09-29,17.4 ,11.2 ,23.5 ,0.0 ,5.4 ,2.2 ,20.0 ,39.3 ,1007.5 ,1017.6 ,10.5 ,13.8 ,3.1 ,20.0 ,3975 ,3511 ,3692 ,3302 
2017-09-30,20.0 ,14.7 ,25.9 ,0.0 ,3.9 ,1.5 ,49.0 ,64.9 ,1011.1 ,1021.2 ,5.8 ,6.1 ,3.5 ,21.1 ,3302 ,3975 ,3511 ,3436 
2017-10-01,18.2 ,15.5 ,21.2 ,4.0 ,4.3 ,2.3 ,50.0 ,74.8 ,1006.8 ,1016.8 ,0.6 ,3.1 ,8.9 ,18.8 ,3436 ,3302 ,3975 ,3161 
2017-10-02,22.0 ,15.6 ,29.4 ,1.5 ,5.8 ,2.3 ,34.0 ,62.3 ,1001.3 ,1011.1 ,10.2 ,11.2 ,2.6 ,21.7 ,3161 ,3436 ,3302 ,2342 
2017-10-03,17.6 ,13.4 ,23.6 ,0.0 ,5.4 ,2.3 ,41.0 ,49.8 ,1008.2 ,1018.3 ,6.7 ,7.2 ,5.8 ,18.2 ,2342 ,3161 ,3436 ,4307 
2017-10-04,16.7 ,10.7 ,24.3 ,0.0 ,4.4 ,1.8 ,32.0 ,48.5 ,1013.1 ,1023.2 ,8.5 ,9.9 ,6.6 ,17.5 ,4307 ,2342 ,3161 ,3281 
2017-10-05,18.7 ,13.9 ,23.4 ,0.0 ,3.4 ,2.1 ,43.0 ,56.4 ,1013.1 ,1023.2 ,6.4 ,7.2 ,8.0 ,18.7 ,3281 ,4307 ,2342 ,3553 
2017-10-06,18.9 ,16.2 ,23.3 ,0.5 ,4.4 ,2.3 ,44.0 ,66.4 ,1008.9 ,1019.0 ,4.6 ,5.3 ,8.5 ,19.4 ,3553 ,3281 ,4307 ,3638 
2017-10-07,21.9 ,16.9 ,28.8 ,0.0 ,2.9 ,1.2 ,42.0 ,67.6 ,1009.7 ,1019.6 ,6.2 ,9.2 ,7.5 ,23.9 ,3638 ,3553 ,3281 ,2741 
2017-10-08,23.0 ,19.3 ,28.7 ,0.0 ,3.6 ,1.4 ,42.0 ,66.9 ,1012.0 ,1021.9 ,10.0 ,9.3 ,4.8 ,25.3 ,2741 ,3638 ,3553 ,3672 
2017-10-09,22.5 ,19.8 ,27.6 ,0.0 ,3.0 ,1.5 ,34.0 ,66.0 ,1011.4 ,1021.3 ,6.5 ,7.2 ,6.5 ,24.9 ,3672 ,2741 ,3638 ,3771 
2017-10-10,21.4 ,18.6 ,24.8 ,0.4 ,3.8 ,1.3 ,56.0 ,76.9 ,1008.2 ,1018.1 ,1.0 ,3.8 ,9.3 ,22.1 ,3771 ,3672 ,2741 ,3500 
2017-10-11,15.5 ,12.2 ,21.7 ,20.0 ,5.5 ,2.9 ,55.0 ,77.1 ,1008.1 ,1018.3 ,1.9 ,3.9 ,9.3 ,17.4 ,3500 ,3771 ,3672 ,2718 
2017-10-13,12.8 ,6.1 ,18.9 ,0.0 ,6.9 ,3.2 ,31.0 ,51.0 ,1012.1 ,1022.5 ,9.6 ,9.4 ,3.4 ,12.8 ,1610 ,2718 ,3500 ,672 
2017-10-15,15.8 ,9.0 ,23.0 ,0.0 ,3.8 ,1.7 ,22.0 ,42.5 ,1017.1 ,1027.3 ,9.3 ,10.0 ,5.4 ,15.3 ,1701 ,672 ,1610 ,2566 
2017-10-16,16.6 ,13.6 ,22.0 ,0.0 ,3.9 ,1.7 ,25.0 ,47.6 ,1016.4 ,1026.6 ,5.3 ,7.3 ,7.9 ,17.2 ,2566 ,1701 ,672 ,2833 
2017-10-17,16.2 ,9.2 ,23.9 ,0.0 ,3.1 ,1.3 ,26.0 ,47.1 ,1014.1 ,1024.4 ,10.3 ,10.3 ,0.4 ,16.2 ,2833 ,2566 ,1701 ,2416 
2017-10-18,16.5 ,14.2 ,19.1 ,0.1 ,3.8 ,2.4 ,43.0 ,58.8 ,1012.9 ,1023.2 ,0.3 ,3.1 ,9.3 ,15.7 ,2416 ,2833 ,2566 ,2473 
2017-10-19,17.0 ,11.9 ,23.2 ,0.0 ,3.4 ,1.8 ,32.0 ,58.3 ,1009.2 ,1019.4 ,9.2 ,9.1 ,3.8 ,16.8 ,2473 ,2416 ,2833 ,1773 
2017-10-20,17.0 ,11.1 ,24.2 ,0.0 ,3.5 ,1.5 ,30.0 ,58.6 ,1008.8 ,1018.9 ,10.1 ,9.8 ,0.1 ,16.9 ,1773 ,2473 ,2416 ,2133 
2017-10-21,17.6 ,11.0 ,25.2 ,0.0 ,3.5 ,1.3 ,25.0 ,52.8 ,1007.6 ,1017.7 ,10.1 ,9.8 ,0.0 ,16.7 ,2133 ,1773 ,2473 ,1818 
2017-10-22,16.3 ,11.0 ,23.5 ,0.0 ,7.2 ,3.1 ,33.0 ,50.4 ,1004.0 ,1014.1 ,9.6 ,9.0 ,1.8 ,15.6 ,1818 ,2133 ,1773 ,2293 
2017-10-23,13.7 ,8.6 ,20.6 ,0.0 ,3.2 ,1.4 ,30.0 ,47.0 ,1007.8 ,1018.1 ,10.1 ,9.4 ,0.0 ,14.4 ,2293 ,1818 ,2133 ,1825 
2017-10-24,14.4 ,9.9 ,20.9 ,0.0 ,3.3 ,1.9 ,30.0 ,54.3 ,1013.6 ,1023.8 ,8.2 ,8.0 ,3.0 ,14.3 ,1825 ,2293 ,1818 ,1189 
2017-10-25,14.4 ,9.5 ,20.6 ,0.0 ,3.7 ,1.5 ,26.0 ,59.0 ,1014.5 ,1024.8 ,9.5 ,9.2 ,2.9 ,14.7 ,1189 ,1825 ,2293 ,1109 
2017-10-26,14.5 ,10.7 ,18.1 ,0.0 ,3.2 ,1.2 ,31.0 ,56.5 ,1011.3 ,1021.5 ,1.8 ,4.4 ,8.6 ,14.6 ,1109 ,1189 ,1825 ,1361 
2017-10-27,16.9 ,11.9 ,24.2 ,0.0 ,2.9 ,1.2 ,32.0 ,54.4 ,1009.6 ,1019.8 ,9.7 ,8.5 ,1.9 ,16.8 ,1361 ,1109 ,1189 ,1619 
2017-10-28,17.2 ,10.6 ,24.8 ,0.0 ,5.1 ,2.0 ,29.0 ,51.9 ,1009.8 ,1019.9 ,9.8 ,8.8 ,0.1 ,16.5 ,1619 ,1361 ,1109 ,1469 
2017-10-29,11.5 ,6.3 ,17.2 ,0.0 ,7.6 ,3.3 ,25.0 ,45.6 ,1007.1 ,1017.5 ,7.3 ,7.9 ,0.0 ,12.1 ,1469 ,1619 ,1361 ,1671 
2017-10-30,7.7 ,2.5 ,13.2 ,0.0 ,4.8 ,2.4 ,16.0 ,27.4 ,1015.1 ,1025.7 ,9.8 ,9.2 ,0.0 ,10.1 ,1671 ,1469 ,1619 ,149 
2017-10-31,10.4 ,3.6 ,16.0 ,0.0 ,4.4 ,1.8 ,32.0 ,54.3 ,1014.6 ,1025.1 ,9.5 ,8.0 ,1.8 ,11.4 ,149 ,1671 ,1469 ,154 
2018-05-04,14.1 ,8.8 ,20.0 ,0.0 ,5.9 ,2.7 ,25.0 ,45.5 ,1001.5 ,1011.6 ,12.4 ,27.3 ,1.4 ,17.9 ,468 ,1871 ,1837 ,1052 
2018-05-05,18.3 ,11.6 ,24.6 ,0.0 ,4.8 ,2.6 ,27.0 ,46.8 ,1004.7 ,1014.7 ,11.0 ,22.3 ,6.0 ,20.4 ,1052 ,468 ,1871 ,1717 
2018-05-06,16.6 ,15.0 ,20.7 ,22.0 ,3.9 ,1.1 ,60.0 ,86.4 ,997.7 ,1007.7 ,3.2 ,9.3 ,9.3 ,17.2 ,1717 ,1052 ,468 ,2246 
2018-05-07,19.2 ,14.0 ,25.5 ,0.0 ,3.7 ,1.2 ,26.0 ,60.3 ,996.5 ,1006.4 ,7.1 ,17.7 ,6.0 ,18.4 ,2246 ,1717 ,1052 ,1361 
2018-05-08,17.5 ,11.6 ,22.9 ,0.0 ,2.7 ,1.7 ,36.0 ,50.9 ,1003.9 ,1014.0 ,11.3 ,23.3 ,3.0 ,21.3 ,1361 ,2246 ,1717 ,2931 
2018-05-09,15.7 ,9.2 ,21.8 ,0.0 ,3.6 ,1.7 ,31.0 ,50.4 ,1010.6 ,1020.8 ,12.6 ,26.8 ,0.1 ,21.7 ,2931 ,1361 ,2246 ,1988 
2018-05-10,15.4 ,11.3 ,21.4 ,0.0 ,5.4 ,2.3 ,44.0 ,67.4 ,1012.1 ,1022.3 ,12.3 ,26.5 ,3.1 ,22.5 ,1988 ,2931 ,1361 ,2906 
2018-05-11,16.1 ,11.9 ,21.3 ,0.0 ,3.5 ,1.8 ,36.0 ,59.8 ,1008.2 ,1018.3 ,5.3 ,18.7 ,9.5 ,21.0 ,2906 ,1988 ,2931 ,2422 
2018-05-12,14.2 ,11.8 ,16.1 ,32.0 ,2.9 ,0.9 ,50.0 ,89.3 ,999.8 ,1009.9 ,0.0 ,1.3 ,10.0 ,14.6 ,2422 ,2906 ,1988 ,3117 
2018-05-13,15.8 ,12.7 ,20.0 ,0.5 ,3.9 ,1.9 ,61.0 ,82.5 ,998.3 ,1008.3 ,6.9 ,16.4 ,5.3 ,18.4 ,3117 ,2422 ,2906 ,1533 
2018-05-14,18.2 ,11.9 ,24.5 ,0.0 ,3.4 ,1.4 ,45.0 ,71.4 ,1001.3 ,1011.4 ,7.2 ,19.2 ,6.6 ,21.2 ,1533 ,3117 ,2422 ,2376 
2018-05-15,23.2 ,15.4 ,29.3 ,0.0 ,3.4 ,1.1 ,31.0 ,56.4 ,1000.0 ,1009.8 ,8.9 ,21.2 ,8.5 ,25.3 ,2376 ,1533 ,3117 ,3076 
2018-05-16,22.3 ,21.8 ,24.4 ,45.0 ,6.1 ,1.9 ,62.0 ,93.8 ,995.1 ,1004.9 ,0.0 ,1.6 ,10.0 ,21.6 ,3076 ,2376 ,1533 ,3529 
2018-05-17,20.9 ,18.8 ,23.5 ,83.0 ,8.0 ,1.4 ,80.0 ,97.0 ,994.0 ,1003.8 ,0.0 ,4.0 ,10.0 ,21.2 ,3529 ,3076 ,2376 ,1964 
2018-05-18,16.3 ,12.2 ,19.3 ,6.5 ,2.7 ,1.3 ,66.0 ,86.8 ,996.2 ,1006.2 ,0.4 ,5.6 ,8.3 ,18.2 ,1964 ,3529 ,3076 ,1634 
2018-05-19,17.6 ,10.3 ,24.7 ,0.0 ,2.9 ,1.5 ,31.0 ,47.5 ,1005.9 ,1016.0 ,12.7 ,29.1 ,0.0 ,21.2 ,1634 ,1964 ,3529 ,1849 
2018-05-20,17.0 ,11.5 ,22.6 ,0.0 ,2.8 ,1.4 ,22.0 ,32.1 ,1009.2 ,1019.3 ,4.2 ,14.4 ,4.6 ,16.9 ,1849 ,1634 ,1964 ,2837 
2018-05-21,17.8 ,11.3 ,23.7 ,0.0 ,3.5 ,1.4 ,24.0 ,43.9 ,1007.9 ,1018.0 ,8.8 ,24.6 ,3.9 ,21.8 ,2837 ,1849 ,1634 ,2680 
2018-05-22,18.1 ,15.4 ,23.2 ,12.5 ,3.1 ,1.1 ,48.0 ,75.5 ,1002.0 ,1012.0 ,2.7 ,10.9 ,9.0 ,19.0 ,2680 ,2837 ,1849 ,2708 
2018-05-23,17.3 ,13.6 ,23.3 ,6.5 ,5.0 ,2.5 ,27.0 ,57.1 ,998.4 ,1008.4 ,12.7 ,29.2 ,1.4 ,21.9 ,2708 ,2680 ,2837 ,2119 
2018-05-24,18.3 ,11.2 ,23.7 ,0.0 ,5.4 ,2.2 ,24.0 ,47.4 ,999.5 ,1009.4 ,12.5 ,27.0 ,0.5 ,22.1 ,2119 ,2708 ,2680 ,2663 
2018-05-25,19.7 ,13.8 ,26.2 ,0.0 ,4.5 ,1.8 ,22.0 ,47.4 ,998.5 ,1008.4 ,12.1 ,25.5 ,3.4 ,23.1 ,2663 ,2119 ,2708 ,2636 
2018-05-26,21.8 ,14.0 ,29.6 ,0.0 ,4.0 ,1.4 ,27.0 ,50.1 ,998.8 ,1008.6 ,12.6 ,26.9 ,1.0 ,26.3 ,2636 ,2663 ,2119 ,2778 
2018-05-27,20.3 ,17.3 ,24.7 ,0.0 ,4.1 ,1.7 ,30.0 ,47.4 ,1000.4 ,1010.3 ,4.7 ,17.1 ,7.3 ,23.6 ,2778 ,2636 ,2663 ,3160 
2018-05-28,22.3 ,16.2 ,29.1 ,0.0 ,4.3 ,1.6 ,34.0 ,49.8 ,999.9 ,1009.7 ,12.5 ,26.5 ,3.8 ,27.9 ,3160 ,2778 ,2636 ,3154 
2018-05-29,21.4 ,19.1 ,25.9 ,1.0 ,4.4 ,1.8 ,50.0 ,69.3 ,1001.2 ,1011.0 ,3.4 ,13.3 ,9.4 ,25.2 ,3154 ,3160 ,2778 ,3480 
2018-05-30,20.2 ,15.8 ,24.7 ,0.0 ,4.4 ,1.9 ,35.0 ,69.8 ,1000.0 ,1009.9 ,9.8 ,21.7 ,4.6 ,24.8 ,3480 ,3154 ,3160 ,2838 
2018-05-31,20.9 ,14.2 ,27.6 ,0.0 ,3.6 ,1.9 ,35.0 ,58.9 ,1001.4 ,1011.3 ,12.9 ,26.9 ,0.9 ,28.3 ,2838 ,3480 ,3154 ,3229 
2018-06-01,23.8 ,17.5 ,30.2 ,0.0 ,4.3 ,1.9 ,30.0 ,50.4 ,1004.7 ,1014.5 ,12.9 ,27.9 ,0.0 ,30.6 ,3229 ,2838 ,3480 ,3178 
2018-06-02,23.4 ,17.6 ,30.1 ,0.0 ,4.5 ,2.0 ,20.0 ,44.5 ,1005.1 ,1014.9 ,12.8 ,28.5 ,1.4 ,30.8 ,3178 ,3229 ,2838 ,3270 
2018-06-03,24.0 ,16.9 ,30.8 ,0.0 ,4.2 ,1.6 ,19.0 ,39.4 ,1003.0 ,1012.8 ,12.9 ,27.2 ,4.0 ,31.0 ,3270 ,3178 ,3229 ,2828 
2018-06-04,22.6 ,18.9 ,27.5 ,0.0 ,4.4 ,1.9 ,27.0 ,50.1 ,1002.6 ,1012.4 ,9.2 ,21.1 ,7.9 ,27.4 ,2828 ,3270 ,3178 ,2977 
2018-06-05,23.7 ,17.7 ,29.2 ,0.0 ,4.0 ,1.7 ,31.0 ,52.5 ,1001.6 ,1011.4 ,11.4 ,24.4 ,1.4 ,30.7 ,2977 ,2828 ,3270 ,2760 
2018-06-06,23.0 ,18.4 ,27.9 ,0.0 ,4.0 ,2.0 ,44.0 ,62.9 ,1002.1 ,1011.9 ,12.7 ,26.6 ,1.0 ,30.9 ,2760 ,2977 ,2828 ,3119 
2018-06-07,22.2 ,17.8 ,29.4 ,0.0 ,4.1 ,2.0 ,37.0 ,69.3 ,1001.7 ,1011.6 ,9.4 ,24.0 ,4.5 ,30.0 ,3119 ,2760 ,2977 ,3491 
2018-06-08,21.9 ,18.5 ,27.0 ,0.0 ,3.7 ,2.1 ,47.0 ,68.0 ,998.8 ,1008.7 ,7.1 ,18.5 ,5.5 ,31.1 ,3491 ,3119 ,2760 ,3122 
2018-06-09,23.7 ,18.9 ,30.1 ,0.5 ,3.5 ,1.4 ,35.0 ,60.6 ,997.1 ,1006.8 ,7.9 ,20.2 ,6.6 ,29.7 ,3122 ,3491 ,3119 ,3198 
2018-06-10,21.3 ,18.3 ,24.9 ,0.5 ,2.9 ,1.4 ,47.0 ,59.9 ,994.7 ,1004.5 ,1.4 ,12.8 ,9.5 ,23.7 ,3198 ,3122 ,3491 ,3581 
2018-06-11,20.2 ,18.0 ,23.9 ,5.0 ,4.3 ,1.4 ,45.0 ,67.3 ,990.9 ,1000.7 ,3.3 ,11.3 ,8.5 ,24.5 ,3581 ,3198 ,3122 ,4152 
2018-06-12,21.3 ,16.6 ,27.1 ,0.0 ,4.7 ,1.7 ,40.0 ,65.5 ,993.0 ,1002.8 ,12.1 ,23.5 ,4.5 ,26.2 ,4152 ,3581 ,3198 ,3417 
2018-06-13,22.0 ,18.3 ,27.0 ,0.0 ,5.1 ,1.5 ,46.0 ,64.0 ,996.2 ,1006.0 ,4.9 ,15.8 ,7.4 ,25.3 ,3417 ,4152 ,3581 ,4163 
2018-06-14,21.6 ,18.8 ,25.1 ,29.0 ,3.7 ,1.1 ,55.0 ,74.9 ,997.7 ,1007.5 ,1.4 ,10.3 ,9.5 ,22.7 ,4163 ,3417 ,4152 ,4640 
2018-06-15,21.7 ,17.2 ,27.0 ,16.5 ,2.7 ,1.4 ,38.0 ,60.8 ,1001.0 ,1010.8 ,9.8 ,23.6 ,6.1 ,24.0 ,4640 ,4163 ,3417 ,4516 
2018-06-16,22.5 ,16.3 ,28.7 ,0.0 ,2.8 ,1.4 ,36.0 ,56.4 ,1002.1 ,1011.9 ,13.0 ,28.1 ,0.8 ,26.8 ,4516 ,4640 ,4163 ,4746 
2018-06-17,22.8 ,18.9 ,27.5 ,0.0 ,3.9 ,1.3 ,43.0 ,66.9 ,1000.3 ,1010.1 ,2.4 ,14.8 ,7.8 ,25.3 ,4746 ,4516 ,4640 ,4943 
2018-06-18,24.8 ,19.9 ,30.8 ,0.0 ,4.0 ,1.5 ,31.0 ,54.9 ,996.9 ,1006.6 ,12.6 ,26.2 ,3.6 ,30.4 ,4943 ,4746 ,4516 ,5323 
2018-06-19,22.4 ,19.1 ,27.2 ,0.0 ,3.6 ,1.8 ,41.0 ,61.3 ,994.8 ,1004.6 ,3.1 ,17.7 ,8.1 ,26.4 ,5323 ,4943 ,4746 ,4605 
2018-06-20,22.7 ,19.1 ,28.4 ,0.0 ,4.2 ,2.3 ,41.0 ,68.1 ,994.0 ,1003.8 ,10.2 ,24.5 ,5.4 ,28.9 ,4605 ,5323 ,4943 ,4442 
2018-06-21,23.7 ,19.4 ,28.7 ,0.0 ,4.4 ,2.2 ,32.0 ,60.1 ,997.1 ,1006.8 ,12.6 ,28.2 ,3.0 ,32.2 ,4442 ,4605 ,5323 ,4545 
2018-06-22,25.0 ,18.2 ,32.0 ,0.0 ,4.3 ,1.8 ,20.0 ,45.1 ,998.3 ,1008.0 ,12.4 ,27.4 ,5.1 ,30.6 ,4545 ,4442 ,4605 ,5080 
2018-06-23,24.5 ,20.9 ,28.9 ,0.0 ,4.4 ,2.0 ,28.0 ,50.6 ,994.8 ,1004.4 ,8.5 ,22.2 ,8.0 ,30.7 ,5080 ,4545 ,4442 ,5010 
2018-06-24,25.2 ,20.1 ,32.1 ,0.0 ,3.7 ,1.9 ,28.0 ,62.8 ,998.1 ,1007.8 ,11.1 ,25.7 ,4.0 ,32.8 ,5010 ,5080 ,4545 ,4673 
2018-06-25,27.1 ,21.3 ,32.9 ,0.0 ,3.2 ,1.2 ,31.0 ,57.1 ,1000.2 ,1009.9 ,7.8 ,20.4 ,7.9 ,31.7 ,4673 ,5010 ,5080 ,4830 
2018-06-26,22.3 ,20.2 ,26.9 ,71.5 ,5.7 ,2.4 ,47.0 ,88.3 ,993.7 ,1003.4 ,0.0 ,1.3 ,10.0 ,22.5 ,4830 ,4673 ,5010 ,4664 
2018-06-27,22.3 ,19.1 ,25.5 ,1.0 ,4.5 ,2.0 ,65.0 ,81.9 ,992.3 ,1002.1 ,2.9 ,13.6 ,8.8 ,23.7 ,4664 ,4830 ,4673 ,3285 
2018-06-28,23.3 ,20.6 ,27.3 ,26.5 ,4.3 ,1.1 ,61.0 ,85.1 ,989.6 ,999.3 ,1.9 ,9.3 ,9.5 ,24.5 ,3285 ,4664 ,4830 ,3709 
2018-06-29,24.7 ,21.9 ,29.1 ,6.5 ,3.2 ,1.5 ,56.0 ,78.5 ,993.1 ,1002.8 ,8.4 ,18.8 ,7.3 ,26.6 ,3709 ,3285 ,4664 ,2937 
2018-06-30,24.4 ,21.6 ,27.9 ,14.5 ,5.1 ,0.9 ,65.0 ,83.8 ,999.6 ,1009.3 ,0.5 ,8.8 ,9.1 ,24.7 ,2937 ,3709 ,3285 ,3318 
2018-07-01,21.9 ,21.0 ,22.8 ,83.5 ,2.3 ,0.8 ,84.0 ,94.6 ,999.3 ,1009.2 ,0.0 ,2.1 ,9.9 ,22.2 ,3318 ,2937 ,3709 ,3076 
2018-07-02,22.6 ,20.6 ,25.3 ,59.5 ,2.9 ,0.7 ,84.0 ,95.4 ,997.5 ,1007.3 ,0.1 ,4.7 ,9.6 ,23.5 ,3076 ,3318 ,2937 ,3106 
2018-07-03,27.4 ,22.5 ,32.6 ,0.1 ,2.6 ,0.8 ,47.0 ,74.4 ,990.1 ,999.7 ,10.1 ,22.9 ,6.0 ,29.1 ,3106 ,3076 ,3318 ,1791 
2018-07-04,27.3 ,24.0 ,31.8 ,0.0 ,3.9 ,1.7 ,51.0 ,69.6 ,988.1 ,997.6 ,8.4 ,22.4 ,7.1 ,30.0 ,1791 ,3106 ,3076 ,2434 
2018-07-05,25.3 ,23.4 ,29.0 ,0.5 ,3.0 ,1.2 ,58.0 ,72.8 ,993.3 ,1003.0 ,1.7 ,10.9 ,8.6 ,27.0 ,2434 ,1791 ,3106 ,2684 
2018-07-06,23.9 ,21.5 ,27.1 ,0.0 ,3.4 ,1.8 ,49.0 ,57.8 ,998.2 ,1008.0 ,2.6 ,15.8 ,8.5 ,27.0 ,2684 ,2434 ,1791 ,2583 
2018-07-08,23.3 ,17.7 ,28.1 ,0.0 ,2.8 ,1.5 ,36.0 ,51.5 ,1002.4 ,1012.2 ,9.5 ,24.0 ,7.0 ,29.8 ,3000 ,2583 ,2684 ,3167 
2018-07-09,20.8 ,20.1 ,24.2 ,14.0 ,1.8 ,1.1 ,61.0 ,82.3 ,1004.9 ,1014.9 ,0.0 ,4.0 ,9.9 ,22.4 ,3167 ,3000 ,2583 ,3600 
2018-07-10,23.7 ,20.4 ,26.5 ,16.5 ,1.6 ,0.7 ,74.0 ,87.8 ,1004.4 ,1014.2 ,0.0 ,5.9 ,9.8 ,23.9 ,3600 ,3167 ,3000 ,3235 
2018-07-11,26.8 ,24.4 ,29.5 ,3.0 ,3.9 ,1.3 ,66.0 ,82.9 ,1004.9 ,1014.6 ,0.1 ,8.7 ,9.6 ,26.9 ,3235 ,3600 ,3167 ,2524 
2018-07-12,26.6 ,25.1 ,28.2 ,1.0 ,3.6 ,1.5 ,73.0 ,82.4 ,1003.4 ,1013.2 ,1.1 ,9.9 ,7.5 ,27.0 ,2524 ,3235 ,3600 ,2861 
2018-07-13,27.3 ,24.7 ,30.9 ,0.0 ,3.4 ,1.8 ,58.0 ,74.8 ,1002.4 ,1012.0 ,7.0 ,15.6 ,6.4 ,28.9 ,2861 ,2524 ,3235 ,2771 
2018-07-14,27.9 ,24.6 ,31.9 ,0.0 ,4.2 ,1.9 ,51.0 ,69.6 ,1001.4 ,1011.1 ,11.3 ,21.5 ,5.0 ,30.6 ,2771 ,2861 ,2524 ,3597 
2018-07-15,28.3 ,24.5 ,33.2 ,0.0 ,3.7 ,1.6 ,46.0 ,69.6 ,1002.3 ,1011.9 ,11.0 ,22.9 ,2.6 ,32.6 ,3597 ,2771 ,2861 ,3489 
2018-07-16,28.7 ,24.0 ,34.0 ,0.0 ,3.6 ,1.7 ,40.0 ,64.3 ,1002.4 ,1012.0 ,12.9 ,26.7 ,0.4 ,33.4 ,3489 ,3597 ,2771 ,3870 
2018-07-17,28.1 ,23.9 ,32.1 ,0.0 ,4.1 ,1.7 ,45.0 ,66.5 ,1002.2 ,1011.8 ,13.0 ,25.6 ,1.3 ,34.3 ,3870 ,3489 ,3597 ,3679 
2018-07-18,28.2 ,23.7 ,33.2 ,0.0 ,4.1 ,1.6 ,41.0 ,64.8 ,1001.9 ,1011.5 ,13.0 ,25.1 ,0.8 ,34.2 ,3679 ,3870 ,3489 ,3381 
2018-07-19,28.7 ,23.2 ,34.1 ,0.0 ,3.2 ,1.6 ,40.0 ,64.1 ,1001.1 ,1010.7 ,12.9 ,27.8 ,0.1 ,35.6 ,3381 ,3679 ,3870 ,3835 
2018-07-20,29.5 ,24.6 ,34.7 ,0.0 ,3.3 ,1.5 ,41.0 ,62.6 ,999.4 ,1009.0 ,12.9 ,25.7 ,0.4 ,35.7 ,3835 ,3381 ,3679 ,4147 
2018-07-21,30.6 ,24.9 ,36.9 ,0.0 ,3.6 ,1.5 ,29.0 ,53.6 ,999.0 ,1008.5 ,12.9 ,26.6 ,0.3 ,36.1 ,4147 ,3835 ,3381 ,4232 
2018-07-22,31.8 ,25.3 ,38.0 ,0.0 ,3.7 ,1.4 ,30.0 ,49.6 ,998.6 ,1008.1 ,12.2 ,25.5 ,3.5 ,37.3 ,4232 ,4147 ,3835 ,4105 
2018-07-23,31.7 ,29.2 ,35.7 ,0.0 ,4.0 ,1.8 ,41.0 ,53.8 ,999.0 ,1008.5 ,8.0 ,18.9 ,7.9 ,37.1 ,4105 ,4232 ,4147 ,4077 
2018-07-24,31.4 ,27.2 ,36.8 ,0.0 ,4.0 ,1.6 ,40.0 ,59.5 ,997.4 ,1006.9 ,10.2 ,18.4 ,4.4 ,35.8 ,4077 ,4105 ,4232 ,3972 
2018-07-25,30.1 ,27.7 ,34.1 ,0.0 ,3.8 ,2.4 ,50.0 ,66.3 ,997.5 ,1007.0 ,5.2 ,14.4 ,6.3 ,36.1 ,3972 ,4077 ,4105 ,4223 
2018-07-26,30.1 ,27.3 ,33.7 ,0.0 ,3.4 ,1.5 ,51.0 ,68.8 ,997.5 ,1007.0 ,4.4 ,12.2 ,5.8 ,32.7 ,4223 ,3972 ,4077 ,4230 
2018-07-27,30.9 ,27.2 ,35.4 ,0.0 ,3.7 ,1.9 ,48.0 ,69.3 ,997.2 ,1006.7 ,9.3 ,19.3 ,2.3 ,36.2 ,4230 ,4223 ,3972 ,4382 
2018-07-28,29.5 ,28.0 ,35.2 ,7.5 ,3.6 ,1.2 ,53.0 ,77.1 ,996.1 ,1005.6 ,3.4 ,9.6 ,5.5 ,30.1 ,4382 ,4230 ,4223 ,3828 
2018-07-29,31.3 ,26.4 ,36.7 ,0.0 ,2.9 ,1.2 ,32.0 ,52.4 ,994.2 ,1003.6 ,12.3 ,22.3 ,2.4 ,32.2 ,3828 ,4382 ,4230 ,3579 
2018-07-30,31.7 ,26.2 ,36.9 ,0.0 ,2.4 ,1.2 ,35.0 ,50.9 ,994.3 ,1003.8 ,11.0 ,19.7 ,3.1 ,34.0 ,3579 ,3828 ,4382 ,3975 
